INSTNM,STABBR,CONTROL,PREDDEG,COSTT4_A,NPT4_PUB,NPT4_PRIV,MD_EARN_WNE_P10,GRAD_DEBT_MDN,C150_4,UGDS
Southeast Technical College,SD,1,2,20880.0,17165.0,,46709.0,12000,,2164.0
Stewart School,SD,3,1,,,16329.0,31843.0,6864,,148.0
University of South Dakota,SD,1,3,23544.0,19155.0,,51926.0,23592,0.6143,5239.0
Western Dakota Technical College,SD,1,2,20885.0,14631.0,,40240.0,15000,,733.0
American Baptist College,TN,2,3,27241.0,,19294.0,41216.0,PS,0.3333,48.0
Arnolds Beauty School,TN,3,1,,,10343.0,27828.0,PS,,63.0
TCAT Athens,TN,1,1,,3720.0,,40540.0,PS,,365.0
Austin Peay State University,TN,1,3,26790.0,14846.0,,44301.0,20547,0.445,7365.0
Baptist Health Sciences University,TN,2,3,21438.0,,13401.0,72529.0,29500,0.5375,673.0
Belmont University,TN,2,3,60480.0,,32096.0,55930.0,20500,0.717,7306.0
Bethel University,TN,2,3,32270.0,,21803.0,47482.0,27249,0.349,1671.0
Bryan College-Dayton,TN,2,3,29541.0,,16494.0,54434.0,23000,0.5593,815.0
Carson-Newman University,TN,2,3,46345.0,,18661.0,48382.0,21500,0.4645,1374.0
Chattanooga State Community College,TN,1,2,13214.0,5702.0,,37598.0,10419,,4689.0
Christian Brothers University,TN,2,3,45919.0,,10896.0,57478.0,27000,0.5599,953.0
Pentecostal Theological Seminary,TN,2,1,,,,,PS,,0.0
Austin's Beauty College Inc,TN,3,1,,,16069.0,,7917,,98.0
Cleveland State Community College,TN,1,1,14003.0,6183.0,,36671.0,7954,,1967.0
Columbia State Community College,TN,1,2,12668.0,4576.0,,40256.0,8500,,3679.0
Concorde Career College-Memphis,TN,3,1,,,21470.0,31599.0,9500,,420.0
Cumberland University,TN,2,3,41657.0,,18292.0,57687.0,17952,0.4698,2053.0
Lipscomb University,TN,2,3,53549.0,,25610.0,55541.0,19500,0.687,3021.0
Tennessee College of Applied Technology-Dickson,TN,1,1,,8332.0,,36829.0,PS,,622.0
Dyersburg State Community College,TN,1,1,13028.0,4322.0,,36132.0,6900,,1923.0
East Tennessee State University,TN,1,3,25947.0,15794.0,,44859.0,19442,0.4988,9807.0
Chattanooga College Medical Dental and & Technical Careers,TN,3,1,34726.0,,28726.0,25954.0,7891,,311.0
Tennessee College of Applied Technology-Elizabethton,TN,1,1,,8419.0,,35069.0,PS,,497.0
The Hair Academy LLC,TN,3,1,,,16234.0,22193.0,7917,,79.0
Fisk University,TN,2,3,37653.0,,26135.0,45454.0,27000,0.4351,950.0
Welch College,TN,2,3,35131.0,,19983.0,42198.0,19500,0.6143,261.0
Freed-Hardeman University,TN,2,3,36972.0,,20082.0,47485.0,21500,0.6837,1244.0
Tennessee College of Applied Technology-Harriman,TN,1,1,,10129.0,,31591.0,PS,,265.0
Tennessee College of Applied Technology-Hartsville,TN,1,1,,4963.0,,40469.0,PS,,221.0
Tennessee College of Applied Technology-Hohenwald,TN,1,1,,10091.0,,36106.0,PS,,322.0
Tennessee College of Applied Technology-Jacksboro,TN,1,1,,5661.0,,36449.0,PS,,216.0
Jackson State Community College,TN,1,2,15304.0,7343.0,,35224.0,PS,,2211.0
John A Gupton College,TN,2,2,29705.0,,19772.0,46902.0,12610,,160.0
Johnson University,TN,2,3,30424.0,,20303.0,40596.0,21500,0.6216,703.0
Paul Mitchell the School-Murfreesboro,TN,3,1,,,20915.0,30461.0,7917,,231.0
King University,TN,2,3,47469.0,,23508.0,59831.0,22750,0.4643,975.0
South College,TN,3,2,30181.0,,17182.0,36642.0,18668,0.367,6323.0
Lane College,TN,2,3,23608.0,,14494.0,31670.0,30500,0.1703,822.0
Le Moyne-Owen College,TN,2,3,19270.0,,8992.0,35594.0,28070,0.247,571.0
Lee University,TN,2,3,34299.0,,20399.0,43222.0,25750,0.6067,2712.0
Lincoln Memorial University,TN,2,3,39096.0,,17999.0,49956.0,20000,0.5392,1487.0
Tennessee College of Applied Technology-Livingston,TN,1,1,,11899.0,,33497.0,PS,,333.0
The University of Tennessee Southern,TN,1,3,25827.0,15133.0,,38924.0,21500,0.3566,827.0
Maryville College,TN,2,3,53162.0,,20986.0,49279.0,25375,0.4718,1028.0
Tennessee College of Applied Technology-McKenzie,TN,1,1,,2256.0,,36720.0,PS,,114.0
Genesis Career College-Cookeville,TN,3,1,,,13597.0,22652.0,6343,,329.0
Meharry Medical College,TN,2,4,,,,,PS,,
Tennessee College of Applied Technology-Memphis,TN,1,1,,7429.0,,31192.0,PS,,1078.0
University of Memphis,TN,1,3,25164.0,13253.0,,48458.0,23300,0.4942,13645.0
Memphis Theological Seminary,TN,2,4,,,,,PS,,
Middle Tennessee State University,TN,1,3,22754.0,12599.0,,48541.0,20000,0.54,16115.0
Middle Tennessee School of Anesthesia Inc,TN,2,4,,,,,,,
Tennessee College of Applied Technology-Morristown,TN,1,1,,9798.0,,38837.0,PS,,613.0
Motlow State Community College,TN,1,2,18272.0,10421.0,,40397.0,PS,,4055.0
Tennessee College of Applied Technology-Murfreesboro,TN,1,1,,6969.0,,40869.0,PS,,601.0
Lincoln College of Technology-Nashville,TN,3,1,,,27603.0,46396.0,11730,,1062.0
Nashville State Community College,TN,1,2,13214.0,6283.0,,38519.0,9595,,4931.0
Tennessee College of Applied Technology Northwest,TN,1,1,,10375.0,,38514.0,PS,,681.0
Tennessee College of Applied Technology-Henry/Carroll,TN,1,1,,6503.0,,29074.0,PS,,203.0
Tennessee College of Applied Technology-Pulaski,TN,1,1,,9666.0,,40368.0,PS,,264.0
Rhodes College,TN,2,3,68055.0,,25060.0,66651.0,21761,0.8164,1931.0
Roane State Community College,TN,1,2,11021.0,6017.0,,39407.0,8454,,3203.0
Tennessee College of Applied Technology-Crump,TN,1,1,,-37.0,,30796.0,PS,,353.0
Southwest Tennessee Community College,TN,1,2,12649.0,4588.0,,34071.0,PS,,5207.0
Tennessee College of Applied Technology-Shelbyville,TN,1,1,,5443.0,,38700.0,PS,,366.0
The University of the South,TN,2,3,68704.0,,27498.0,64911.0,22855,0.8237,1598.0
Tennessee College of Applied Technology-Oneida-Huntsville,TN,1,1,,11087.0,,31949.0,PS,,181.0
Tennessee College of Applied Technology-Upper Cumberland,TN,1,1,,10643.0,,35551.0,PS,,346.0
Tennessee College of Applied Technology-McMinnville,TN,1,1,,5048.0,,40322.0,PS,,289.0
Tennessee College of Applied Technology-Jackson,TN,1,1,,9528.0,,38383.0,PS,,543.0
Tennessee College of Applied Technology-Knoxville,TN,1,1,,7858.0,,37235.0,PS,,730.0
Pellissippi State Community College,TN,1,2,13280.0,5252.0,,38440.0,8725,,6391.0
Southern Adventist University,TN,2,3,37875.0,,24334.0,53723.0,24500,0.5143,2673.0
Southern College of Optometry,TN,2,4,,,,,PS,,
Tennessee Wesleyan University,TN,2,3,36828.0,,14879.0,45989.0,20000,0.4363,832.0
The University of Tennessee-Chattanooga,TN,1,3,23563.0,12817.0,,51151.0,19500,0.5309,9878.0
The University of Tennessee-Knoxville,TN,1,3,32658.0,18109.0,,60249.0,20500,0.735,28763.0
The University of Tennessee-Martin,TN,1,3,21628.0,10299.0,,44213.0,21024,0.5483,4600.0
Tennessee School of Beauty of Knoxville Inc,TN,3,1,,,11492.0,19913.0,6803,,337.0
Tennessee State University,TN,1,3,23828.0,10026.0,,42730.0,27000,0.3303,6498.0
Tennessee Technological University,TN,1,3,25338.0,14207.0,,48501.0,15650,0.5423,8495.0
Trevecca Nazarene University,TN,2,3,38726.0,,14459.0,49378.0,18744,0.5481,1697.0
Northeast State Community College,TN,1,2,14129.0,5959.0,,34553.0,6827,,4214.0
Tusculum University,TN,2,3,43172.0,,22874.0,44367.0,23250,0.3054,903.0
Union University,TN,2,3,55790.0,,26815.0,53990.0,20714,0.7092,1637.0
Vanderbilt University,TN,2,3,84412.0,,19040.0,91565.0,14000,0.9269,7143.0
Volunteer State Community College,TN,1,2,16077.0,10477.0,,41150.0,7550,,5139.0
Walters State Community College,TN,1,2,12827.0,4153.0,,37085.0,PS,,3781.0
William R Moore College of Technology,TN,2,1,21697.0,,15323.0,32194.0,PS,,459.0
Abilene Christian University,TX,2,3,56121.0,,27401.0,55736.0,24250,0.6021,3129.0
Alvin Community College,TX,1,2,11329.0,4233.0,,45762.0,4519,,3451.0
Amarillo College,TX,1,2,11411.0,6040.0,,41302.0,15000,,7347.0
Amberton University,TX,2,3,,,,,PS,,110.0
Angelina College,TX,1,1,15213.0,8900.0,,37301.0,PS,,2355.0
Angelo State University,TX,1,3,21625.0,12915.0,,50116.0,20000,0.4073,5515.0
Arlington Baptist University,TX,2,3,32374.0,,28599.0,44644.0,27000,0.0455,268.0
Arlington Career Institute,TX,3,1,,,24339.0,36674.0,8347,,439.0
Austin College,TX,2,3,59654.0,,23451.0,61296.0,24500,0.6949,1125.0
Austin Community College District,TX,1,2,11156.0,6306.0,,43177.0,10499,0.18,25969.0
Austin Presbyterian Theological Seminary,TX,2,4,,,,,PS,,
Baldwin Beauty School-South Austin,TX,3,1,,,16878.0,24801.0,6980,,46.0
Baptist Health System School of Health Professions,TX,3,2,,,,74220.0,18592,,524.0
Baptist Missionary Association Theological Seminary,TX,2,3,,,,,PS,,49.0
Baylor College of Medicine,TX,2,4,,,,,PS,,
Baylor University,TX,2,3,70130.0,,41942.0,65793.0,23000,0.8016,15007.0
Coastal Bend College,TX,1,2,11044.0,3886.0,,35086.0,PS,,1793.0
Blinn College District,TX,1,2,19233.0,17225.0,,46318.0,11500,,16156.0
Remington College-Dallas Campus,TX,2,1,34438.0,,27829.0,31349.0,13271,0.3762,208.0
Vet Tech Institute of Houston,TX,3,2,19784.0,,16179.0,35765.0,12000,,190.0
Brazosport College,TX,1,1,8423.0,3022.0,,45910.0,5641,0.3867,2827.0
Central Texas College,TX,1,2,11792.0,6408.0,,40995.0,6750,,5985.0
Charles and Sues School of Hair Design,TX,3,1,,,21791.0,27724.0,9500,,58.0
Cisco College,TX,1,1,16346.0,9099.0,,39092.0,9500,,2913.0
Clarendon College,TX,1,1,15253.0,8373.0,,38696.0,11000,,1380.0
Concordia University Texas,TX,2,3,52098.0,,22240.0,60883.0,21852,0.4051,1388.0
BK Cosmo College of Cosmetology,TX,3,1,,,17919.0,20270.0,PS,,39.0
North Central Texas College,TX,1,2,10212.0,6714.0,,45809.0,11250,,5703.0
Texas A & M University-Corpus Christi,TX,1,3,24562.0,15137.0,,51865.0,23000,0.3374,7804.0
Paul Mitchell the School-Dallas,TX,3,1,,,28455.0,28693.0,8505,,322.0
Dallas Baptist University,TX,2,3,49343.0,,30092.0,56807.0,21591,0.6041,2526.0
Dallas Christian College,TX,2,3,32916.0,,22456.0,43503.0,24912,0.2391,272.0
Dallas Institute of Funeral Service,TX,2,2,21593.0,,19845.0,45866.0,12820,,483.0
Dallas Theological Seminary,TX,2,4,,,,,PS,,
University of Dallas,TX,2,3,64752.0,,25470.0,58285.0,23117,0.6802,1403.0
Del Mar College,TX,1,2,12022.0,4250.0,,38656.0,5500,0.128,9038.0
East Texas Baptist University,TX,2,3,41833.0,,23790.0,52788.0,23250,0.4797,1364.0
Texas A&M University-Texarkana,TX,1,3,22143.0,12637.0,,45515.0,18953,0.312,1748.0
East Texas A&M University,TX,1,3,23663.0,11268.0,,50296.0,20500,0.4593,8249.0
Dallas College,TX,1,2,9641.0,4146.0,,41714.0,9500,0.3553,41815.0
El Paso Community College,TX,1,2,12741.0,4154.0,,35212.0,6566,,22893.0
Western Technical College,TX,3,2,,,29771.0,36156.0,17277,0.6786,619.0
Western Technical College,TX,3,1,,,,36156.0,17277,0.7131,1148.0
Episcopal Theological Seminary of the Southwest,TX,2,4,,,,,,,
Exposito School of Hair Design,TX,3,1,,,15547.0,20397.0,PS,,25.0
Fort Worth Beauty School,TX,3,1,,,18377.0,22139.0,4767,,41.0
Frank Phillips College,TX,1,2,14727.0,10803.0,,37179.0,9500,,749.0
Galveston College,TX,1,1,14555.0,8127.0,,37233.0,10311,0.3235,1524.0
Graham's Barber College,TX,3,1,,,17490.0,,,,8.0
Grayson College,TX,1,1,12290.0,4984.0,,40873.0,12250,0.2007,2890.0
Hallmark University,TX,2,3,,,11130.0,40183.0,25438,0.6827,781.0
Hardin-Simmons University,TX,2,3,45059.0,,21031.0,54771.0,24711,0.4956,1275.0
Trinity Valley Community College,TX,1,2,13707.0,3801.0,,38567.0,10426,0.2395,4793.0
Hill College,TX,1,2,13230.0,6615.0,,39572.0,10000,,2269.0
Houston Christian University,TX,2,3,47605.0,,19710.0,55933.0,22642,0.498,2777.0
University of Houston-Clear Lake,TX,1,3,23788.0,11056.0,,59004.0,17831,0.5085,6082.0
Houston Community College,TX,1,2,12065.0,6738.0,,39254.0,13921,0.1697,37970.0
University of Houston-Downtown,TX,1,3,23017.0,14623.0,,53551.0,18750,0.3376,12812.0
University of Houston-Victoria,TX,1,3,21179.0,8624.0,,54467.0,18973,0.2652,2630.0
University of Houston,TX,1,3,25056.0,13853.0,,62377.0,18194,0.6492,37175.0
Howard College,TX,1,2,14227.0,7681.0,,38382.0,9500,,1588.0
Howard Payne University,TX,2,3,44579.0,,25255.0,48376.0,26793,0.3112,716.0
Huston-Tillotson University,TX,2,3,25336.0,,19847.0,42937.0,30750,0.3607,982.0
University of the Incarnate Word,TX,2,3,45850.0,,20498.0,56733.0,27000,0.5184,4545.0
Jacksonville College-Main Campus,TX,2,2,18510.0,,11674.0,38885.0,PS,,197.0
Jarvis Christian University,TX,2,3,25054.0,,10409.0,32992.0,27000,0.1508,730.0
KD Conservatory College of Film and Dramatic Arts,TX,3,2,28717.0,,24148.0,30187.0,12750,,87.0
Kilgore College,TX,1,2,14924.0,6629.0,,37975.0,14967,,3133.0
Lamar University,TX,1,3,21626.0,11429.0,,49652.0,21250,0.3718,7945.0
Lamar State College-Orange,TX,1,1,7609.0,1691.0,,36587.0,10959,,1426.0
Lamar State College-Port Arthur,TX,1,2,11281.0,4887.0,,37120.0,13250,,1455.0
Laredo College,TX,1,2,11323.0,5309.0,,33934.0,2959,0.3054,5086.0
Texas A & M International University,TX,1,3,14767.0,3061.0,,48386.0,15000,0.4892,6502.0
Lee College,TX,1,1,12050.0,7519.0,,42178.0,7500,,5118.0
LeTourneau University,TX,2,3,48206.0,,25314.0,57103.0,26000,0.6111,1510.0
Lincoln College of Technology-Grand Prairie,TX,3,1,,,30391.0,46396.0,11730,,1330.0
Lubbock Christian University,TX,2,3,40493.0,,25910.0,53787.0,20948,0.4871,1210.0
College of the Mainland,TX,1,2,8014.0,1975.0,,39639.0,5960,0.2825,3342.0
University of Mary Hardin-Baylor,TX,2,3,45235.0,,28690.0,56132.0,26000,0.534,2959.0
McLennan Community College,TX,1,2,13382.0,6185.0,,39163.0,10500,,4997.0
McMurry University,TX,2,3,43087.0,,19988.0,48779.0,27000,0.3862,1108.0
Covenant School of Nursing and Allied Health,TX,2,1,,,,78724.0,12969,,333.0
Midland College,TX,1,1,12519.0,5720.0,,43958.0,10670,0.1713,5020.0
Midwestern State University,TX,1,3,22411.0,11882.0,,55747.0,21030,0.4128,4043.0
William Edge Institute,TX,3,1,,,10612.0,23040.0,PS,,40.0
Wade College,TX,3,2,28347.0,,21998.0,36657.0,22938,0.4545,205.0
Southern Careers Institute-Austin,TX,3,1,,,23458.0,27035.0,8708,,1079.0
Tint School of Makeup & Cosmetology,TX,3,1,,,18085.0,26381.0,6333,,108.0
Navarro College,TX,1,2,17659.0,14579.0,,38716.0,11000,0.2395,3959.0
Lone Star College System,TX,1,2,14637.0,9322.0,,42466.0,8600,0.185,47486.0
University of North Texas,TX,1,3,25470.0,14352.0,,57010.0,19250,0.5957,33680.0
Northeast Texas Community College,TX,1,2,14594.0,8590.0,,37870.0,10946,,1964.0
Oblate School of Theology,TX,2,4,,,,,,,
Ocean Corporation,TX,3,1,,,30210.0,53474.0,9500,,195.0
Odessa College,TX,1,2,12315.0,9296.0,,42026.0,7750,0.2794,4176.0
Ogle School Hair Skin Nails-Arlington,TX,3,1,,,22325.0,31055.0,7917,,319.0
Ogle School Hair Skin Nails-Ft Worth,TX,3,1,,,19659.0,26885.0,7917,,447.0
Our Lady of the Lake University,TX,2,3,42137.0,,17760.0,48675.0,24999,0.4243,1110.0
The University of Texas Rio Grande Valley,TX,1,3,18343.0,6500.0,,49620.0,12950,0.4927,27026.0
Texas Southmost College,TX,1,2,11487.0,5458.0,,41900.0,9000,,3453.0
Panola College,TX,1,2,12950.0,7429.0,,36072.0,10500,,1378.0
Paris Junior College,TX,1,1,12951.0,6662.0,,36515.0,5342,,2265.0
Paul Quinn College,TX,2,3,24912.0,,20244.0,29288.0,23373,0.381,600.0
Prairie View A & M University,TX,1,3,25958.0,14041.0,,45411.0,27000,0.4322,8527.0
Ranger College,TX,1,2,14685.0,6565.0,,35552.0,9500,,935.0
Aviation Institute of Maintenance-Houston,TX,3,1,28108.0,,23284.0,58327.0,31875,,281.0
Rice University,TX,2,3,74110.0,,12640.0,89718.0,11000,0.9569,4562.0
Saint Edward's University,TX,2,3,64975.0,,23636.0,58826.0,24803,0.6418,2729.0
St Philip's College,TX,1,1,11406.0,4873.0,,38224.0,9500,,10772.0
University of St Thomas,TX,2,3,44151.0,,18762.0,59224.0,19928,0.6862,2826.0
Sam Houston State University,TX,1,3,24517.0,16025.0,,54211.0,21983,0.5507,18138.0
San Antonio College,TX,1,2,11576.0,5290.0,,39711.0,10500,0.2206,16067.0
San Jacinto Community College,TX,1,2,14990.0,7540.0,,43062.0,9500,0.3439,23071.0
Schreiner University,TX,2,3,46294.0,,20410.0,52228.0,23250,0.437,1028.0
Seguin Beauty School-Seguin,TX,3,1,,,17870.0,21891.0,9995,,26.0
St. Mary's University,TX,2,3,46368.0,,21352.0,56955.0,25563,0.5879,1911.0
South Plains College,TX,1,2,12880.0,7062.0,,41276.0,10500,,6124.0
South Texas Barber College Inc,TX,3,1,,,6965.0,25734.0,PS,,23.0
South Texas College of Law Houston,TX,2,4,,,,,PS,,
South Texas Vocational Technical Institute-Weslaco,TX,3,1,,,19268.0,31102.0,15917,,263.0
Miller-Motte College-STVT-McAllen,TX,3,1,,,21607.0,31102.0,15917,,496.0
Southern Methodist University,TX,2,3,82532.0,,41778.0,78354.0,19500,0.8325,7106.0
Southwest School of Business and Technical Careers-San Antonio,TX,3,1,,,22508.0,24251.0,7273,,22.0
Southwest Texas College,TX,1,2,13579.0,7634.0,,35563.0,6200,,3170.0
Nelson University,TX,2,3,32765.0,,19655.0,46238.0,24725,0.3553,1366.0
Southwestern University,TX,2,3,63645.0,,27468.0,56878.0,25000,0.6934,1454.0
Stephen F Austin State University,TX,1,3,24231.0,15152.0,,49634.0,23409,0.5175,8746.0
Texas State University,TX,1,3,26348.0,16438.0,,56906.0,21000,0.5617,34547.0
Southwestern Adventist University,TX,2,3,35804.0,,20581.0,52946.0,26998,0.4109,574.0
Southwestern Christian College,TX,2,2,21900.0,,16870.0,32672.0,PS,0.4918,128.0
Sul Ross State University,TX,1,3,23759.0,10991.0,,41871.0,15900,0.2744,1378.0
Tarleton State University,TX,1,3,22981.0,20261.0,,53040.0,19606,0.5123,12263.0
Tarrant County College District,TX,1,2,11720.0,6073.0,,42727.0,9104,,40214.0
Temple College,TX,1,2,11400.0,6934.0,,38678.0,12813,,3168.0
University of Texas Southwestern Medical Center,TX,1,4,,,,76860.0,PS,,
The University of Texas Health Science Center at San Antonio,TX,1,3,,,,82206.0,15000,,864.0
The University of Texas Medical Branch at Galveston,TX,1,3,,,,92961.0,13396,,559.0
Texarkana College,TX,1,2,13580.0,7236.0,,34647.0,10500,,1609.0
Texas A&M University-Kingsville,TX,1,3,22262.0,10204.0,,51450.0,22934,0.4559,4622.0
Texas A&M University-College Station,TX,1,3,32085.0,20924.0,,72097.0,17804,0.8378,59099.0
The University of Texas at Arlington,TX,1,3,25265.0,15235.0,,63199.0,17527,0.5652,30834.0
The University of Texas at Austin,TX,1,3,29842.0,19678.0,,75121.0,20500,0.8764,42100.0
The University of Texas at Dallas,TX,1,3,28210.0,17435.0,,68227.0,18000,0.7083,21317.0
The University of Texas at El Paso,TX,1,3,19327.0,10726.0,,50923.0,18000,0.4595,20547.0
The University of Texas at Tyler,TX,1,3,23669.0,13931.0,,57053.0,17137,0.4677,7009.0
Texas Chiropractic College Foundation Inc,TX,2,4,,,,,PS,,
Texas Christian University,TX,2,3,72778.0,,33531.0,68424.0,21500,0.8561,10919.0
Texas College,TX,2,3,20832.0,,10650.0,33752.0,31000,0.1069,644.0
University of North Texas Health Science Center,TX,1,4,,,,93615.0,PS,,17.0
Texas Lutheran University,TX,2,3,47548.0,,22587.0,53863.0,25000,0.5518,1260.0
The University of Texas Permian Basin,TX,1,3,21727.0,9144.0,,56073.0,17750,0.4298,4122.0
The University of Texas at San Antonio,TX,1,3,21474.0,11234.0,,57131.0,20500,0.5119,29675.0
Texas Southern University,TX,1,3,24899.0,19734.0,,38924.0,29000,0.1989,6619.0
Texas Tech University,TX,1,3,27472.0,20071.0,,62454.0,21500,0.6747,32446.0
Texas Wesleyan University,TX,2,3,50619.0,,19398.0,54053.0,23125,0.3235,1671.0
Texas Woman's University,TX,1,3,20399.0,10948.0,,56544.0,19218,0.4421,8804.0
Trinity University,TX,2,3,65774.0,,23650.0,71668.0,22954,0.8193,2518.0
The University of Texas Health Science Center at Houston,TX,1,3,,,,88757.0,13063,,460.0
Texas Tech University Health Sciences Center,TX,1,3,,,,92348.0,12268,,1374.0
Tyler Junior College,TX,1,2,15881.0,9924.0,,38140.0,11995,0.2669,9065.0
Universal Technical Institute of Texas Inc.,TX,3,2,,,20819.0,51222.0,14267,,1823.0
UCAS University of Cosmetology Arts & Sciences-McAllen,TX,3,1,,,11720.0,19880.0,6447,,92.0
Vernon College,TX,1,1,13676.0,6571.0,,40464.0,11000,,1656.0
Victoria Beauty & Barber College,TX,3,1,,,16042.0,18831.0,9500,,64.0
Victoria College,TX,1,2,11112.0,4550.0,,42382.0,10500,,2385.0
Vogue College of Cosmetology-McAllen,TX,3,1,,,26326.0,,7917,,336.0
Wayland Baptist University,TX,2,3,34762.0,,20540.0,51838.0,23106,0.1919,2090.0
Weatherford College,TX,1,2,15148.0,8664.0,,42397.0,9948,0.2283,3961.0
West Texas A & M University,TX,1,3,23383.0,20841.0,,50741.0,19500,0.4731,6771.0
Western Texas College,TX,1,2,12444.0,4094.0,,42508.0,7515,,486.0
Wharton County Junior College,TX,1,2,10406.0,5021.0,,44960.0,7703,,4832.0
Wiley University,TX,2,3,20322.0,,10095.0,33159.0,24989,0.2,636.0
Bridgerland Technical College,UT,1,1,,2785.0,,38347.0,PS,,1441.0
Brigham Young University,UT,2,3,20879.0,,14487.0,75790.0,11069,0.8221,32221.0
Brigham Young University-Hawaii,HI,2,3,22970.0,,13884.0,52064.0,9413,0.5439,2812.0
Cameo College of Essential Beauty,UT,3,1,,,,32364.0,5500,,277.0
Collectiv Academy,UT,3,1,,,19996.0,29334.0,10540,,81.0
Davis Technical College,UT,1,1,,10885.0,,41734.0,PS,,2617.0
Utah Tech University,UT,1,1,19660.0,15265.0,,44570.0,15000,0.3421,8320.0
Evans Hairstyling College-Cedar City,UT,3,1,,,13453.0,,PS,,64.0
Evans Hairstyling College-St George,UT,3,1,,,8513.0,16916.0,PS,,57.0
Paul Mitchell the School-Salt Lake City,UT,3,1,,,13704.0,26893.0,9500,,289.0
Eagle Gate College-Murray,UT,3,3,33925.0,,28945.0,37518.0,43021,0.5278,252.0
Ensign College,UT,2,1,13892.0,,10003.0,50630.0,PS,0.3109,5969.0
Ogden-Weber Technical College,UT,1,1,,1614.0,,35032.0,PS,,2053.0
Snow College,UT,1,2,12190.0,6071.0,,41022.0,7000,0.4665,3552.0
Southern Utah University,UT,1,2,19512.0,11432.0,,50296.0,12500,0.5899,9533.0
Uintah Basin Technical College,UT,1,1,,,,28178.0,PS,,324.0
Utah State University,UT,1,3,21050.0,12869.0,,54022.0,14340,0.5732,20342.0
Utah Valley University,UT,1,3,15172.0,8463.0,,55486.0,14750,0.4074,27481.0
Salt Lake Community College,UT,1,2,12884.0,7661.0,,47867.0,8003,,17247.0
University of Utah,UT,1,3,21799.0,13172.0,,67170.0,19000,0.6391,26041.0
Weber State University,UT,1,2,16172.0,10722.0,,56287.0,15113,0.4298,15619.0
